"last_name, first_name","player_id","year","player_age","pa","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_gnd_into_dp","xba","woba","xwoba","avg_swing_speed","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","poorlyweak_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","hp_to_1b","sprint_speed"
"Pages, Andy",681624,2024,23,443,24.4,6.5,".248",".305","0.712","8",".251",".310",".321","73.1","88.6",40.8,10.7,6.4,4.7,40.1,"100.310081745","94.262423423",26.1,51,"4.43","28.3"
"Bregman, Alex",608324,2024,30,634,13.6,6.9,".260",".315","0.768","13",".257",".331",".319","71.4","89.1",34.9,6.4,7.4,2.4,40.5,"98.986527952","93.684160984",12.8,44.9,"4.55","26.7"
"Canha, Mark",592192,2024,35,462,20.8,11,".242",".344","0.690","10",".212",".310",".288","68.4","88.4",31.5,3.3,5,3,37.4,"98.159166424","93.219326921",21.8,41.6,"4.37","27.8"
"Hoskins, Rhys",656555,2024,31,517,28.8,10.3,".214",".303","0.722","11",".202",".313",".301","71.2","88.7",29.7,12.7,6.2,3.9,42.2,"99.737434248","94.057895065",26.3,42.8,"4.77","25.3"
"Bethancourt, Christian",542194,2024,32,147,24.5,3.4,".209",".241","0.608","2",".218",".263",".267","71.9","89.1",25.7,7.6,4.8,8.6,41.9,"100.460386122","94.266459184",31.5,61.4,"4.56","27.5"
"Rice, Ben",700250,2024,25,178,27,11.2,".171",".264","0.613","2",".235",".269",".340","71.4","90",34.9,15.6,1.8,1.8,36.7,"99.671896909","94.277701284",25.8,46,"4.52","27.5"
"Reynolds, Bryan",668804,2024,29,692,22.5,8.2,".275",".344","0.791","7",".270",".343",".350","71.5","89.9",37.5,9.6,7.2,4.9,45.4,"100.987209316","94.867542484",29.4,50.4,"4.38","28.0"
"Sabol, Blake",666165,2024,26,38,23.7,13.2,".313",".421","0.796","0",".244",".352",".327","71.2","90.3",30.4,8.7,4.3,4.3,43.5,"100.935788333","95.14385",33.8,52.4,,"26.6"
"McCray, Grant",687529,2024,23,130,43.1,4.6,".202",".238","0.617","3",".192",".266",".252","72.7","90.2",30.9,11.8,7.4,7.4,44.1,"101.84831875","95.365513125",43.6,53,"4.25","29.2"
"Carlson, Dylan",666185,2024,25,265,28.3,8.3,".209",".287","0.564","2",".195",".257",".250","68.5","86.8",30.1,2.5,8,3.7,25.8,"96.530139877","92.297463602",31,48.2,"4.42","27.3"
"Lee, Brooks",686797,2024,23,185,14.6,5.9,".221",".265","0.585","6",".243",".252",".274","69.3","85.8",36.7,4.1,5.4,2.7,24.5,"95.626582877","91.813291438",20.2,52.3,"4.57","25.6"
"Tovar, Ezequiel",678662,2024,22,695,28.8,3.3,".269",".295","0.764","16",".233",".324",".289","71.3","88.8",38.5,9,7.7,5.4,39.8,"99.306485852","93.964016332",33.5,62.3,"4.36","28.1"
"Ornelas, Jonathan",680716,2024,24,40,32.5,5,".216",".256","0.526","0",".227",".235",".244","70.2","94.3",24,0,8,4,56,"103.551751667","97.1156525",29.3,46,,"27.3"
"Barnhart, Tucker",571466,2024,33,96,32.3,13.5,".173",".287","0.497","0",".166",".239",".240","67.4","83.4",34.6,3.8,1.9,15.4,23.1,"94.614894167","91.53708766",29.8,40.3,"4.82","24.4"
"Rooker Jr., Brent",667670,2024,29,614,28.8,9.6,".293",".365","0.927","5",".266",".392",".380","73.7","91.9",38.3,16.6,8.6,3.2,49.6,"103.25238457","96.193453235",34.1,50.2,"4.53","27.6"
"Naylor, Josh",647304,2024,27,633,16.6,9.2,".243",".320","0.776","17",".257",".332",".335","72.8","89.9",30.1,8.4,6.1,3.5,40.9,"100.815360087","94.680816725",22.4,50.3,"4.7","25.2"
"Carter, Evan",694497,2024,21,162,26.5,9.3,".188",".272","0.633","1",".208",".278",".281","71","86",33.3,5.9,5.9,4.9,32.4,"97.157820196","92.58927951",23.4,38.3,"4.11","29.7"
"Peraza, Oswald",672724,2024,24,11,27.3,9.1,".200",".273","0.773","0",".228",".329",".341","74.6","87",42.9,14.3,0,0,28.6,"97.08963","93.497784286",30,50,,
"Mullins II, Cedric",656775,2024,29,499,19.6,8.2,".234",".305","0.710","1",".227",".310",".291","70.9","87.1",31.7,4.9,5.4,6.3,33.4,"97.759606105","92.89369311",19.2,51.4,"4.28","28.3"
"Sheets, Gavin",657757,2024,28,501,21.2,8.6,".233",".303","0.660","6",".251",".291",".309","72.7","87.8",41.1,5.7,6.3,4,35.3,"98.863415862","93.510571585",23,46.2,"4.51","26.7"
"Crews, Dylan",686611,2024,22,132,19.7,8.3,".218",".288","0.641","4",".253",".283",".325","72.3","89",23.4,6.4,8.5,5.3,44.7,"101.319603191","94.909751613",22.8,44.6,"4.23","29.3"
"Solano, Donovan",456781,2024,36,309,21,7.1,".286",".343","0.760","6",".257",".333",".307","67.1","87.3",37,3.7,7.3,4.1,37.4,"98.057695046","93.167454908",23.5,47.2,"4.7","25.5"
"Sogard, Nick",686765,2024,26,86,29.1,8.1,".273",".326","0.651","4",".279",".289",".309","65.9","87.4",48.1,1.9,5.6,3.7,31.5,"96.410423333","92.36746717",25.4,48.6,,"27.7"
"Ramírez, José",608070,2024,31,682,12,7.9,".279",".335","0.872","9",".259",".364",".329","71.6","89.2",34,8.6,8.5,2.9,39.7,"99.642954081","93.982319614",15.2,49.4,"4.32","28.2"
"Jansen, Danny",643376,2024,29,324,18.8,12.3,".205",".309","0.658","4",".201",".294",".289","69","86.6",34.1,6.4,5.9,5,29.7,"97.185697545","92.627349132",20.9,40.6,"4.64","26.6"
"Young, Jacob",696285,2024,24,521,19.6,5.8,".256",".316","0.647","11",".253",".290",".286","68.2","85.8",28.1,1.6,2.9,13,28.9,"96.872142235","92.486924676",19.3,44.9,"4.2","29.7"
"Urshela, Gio",570482,2024,32,461,15.6,5,".250",".286","0.647","13",".264",".281",".302","68.2","86.4",38.6,4.9,5.2,3.8,28.4,"96.696776409","92.394270526",20.3,54.6,"4.61","25.1"
"Nuñez, Nasim",683083,2024,23,78,19.2,15.4,".246",".370","0.632","1",".178",".300",".260","66.5","83.3",17.6,0,3.9,23.5,21.6,"95.60646","91.876882632",19.5,40.7,"4.15","29.5"
"Mead, Curtis",678554,2024,23,132,22.7,4.5,".238",".282","0.569","2",".240",".255",".280","74","88.8",36.6,4.3,9.7,3.2,36.6,"99.411624468","93.833557742",23.5,52.4,"4.59","26.9"
"Wong, Connor",657136,2024,28,487,23.4,5.7,".280",".333","0.758","7",".231",".330",".288","72","86.5",30.7,6.3,5.4,7.7,34.5,"98.745018171","93.452738532",28.8,51.6,"4.39","28.4"
"Ortiz, Joey",687401,2024,25,511,20.2,11,".239",".329","0.727","10",".234",".319",".305","73.4","87.8",26.6,4.6,5.2,5.2,38.4,"99.391509467","93.766433018",17.1,39.4,"4.28","28.7"
"Santander, Anthony",623993,2024,29,665,19.4,8.7,".235",".308","0.814","9",".228",".345",".324","73.1","89.8",35,11.7,9.1,3,41.6,"100.325476894","94.357156511",20,49.7,"4.69","26.0"
"Salazar, César",663967,2024,28,32,18.8,6.3,".320",".387","0.787","0",".323",".343",".338","67.7","85.6",45.5,0,0,4.5,13.6,"92.759423636","90.493031429",22.8,51.4,,"25.5"
"Taylor, Chris",621035,2024,33,246,30.9,11.4,".202",".298","0.598","5",".218",".272",".297","70.1","85.9",42.9,7.1,6.4,6.4,28.6,"97.10671942","92.58514587",31.3,47.7,"4.42","28.1"
"García, Avisaíl",541645,2024,33,51,25.5,2,".240",".255","0.635","4",".250",".274",".293","69","86.6",27,8.1,2.7,2.7,29.7,"99.087732632","93.693700541",29.5,60.2,"4.59","28.0"
"Campero, Gustavo",672569,2024,26,48,16.7,0,".239",".271","0.619","0",".228",".271",".251","66.8","83.8",28.9,2.6,5.3,10.5,15.8,"94.768809474","91.504922162",22.3,58.2,"4.22","28.3"
"Lowe, Brandon",664040,2024,29,425,26.4,7.8,".244",".311","0.784","7",".254",".335",".346","73.4","89.8",39.6,12.4,6.9,4,44.7,"101.345776014","94.9549512",32.7,55.3,"4.4","27.2"
"Kemp, Tony",643393,2024,32,10,10,10,".000",".100","0.100","0",".134",".069",".187","62.6","82.8",25,0,0,25,12.5,"92.937755","90.954065714",13.6,59.5,,
"Tatis Jr., Fernando",665487,2024,25,438,21.9,7.3,".276",".340","0.832","8",".298",".359",".387","74.9","93.5",33.7,14.5,6.9,3.6,55.8,"104.418991126","97.109953874",28.1,51.3,"4.37","28.4"
"Kreidler, Ryan",668952,2024,26,65,29.2,9.2,".119",".200","0.369","2",".170",".177",".231","68.5","82",17.5,5,2.5,12.5,22.5,"94.154266842","91.379689474",32,46.4,"4.48","27.5"
"DeLoach, Zach",676113,2024,25,75,28,10.7,".209",".293","0.621","0",".213",".279",".263","70.1","87.4",30.4,0,4.3,2.2,32.6,"97.363794545","92.708014091",27.7,49.7,"4.36","27.8"
"Rizzo, Anthony",519203,2024,34,375,17.3,7.2,".228",".301","0.636","7",".240",".285",".297","68.5","86.7",31,4,4.7,3.6,33.2,"97.798203577","92.909990255",19.3,49.1,"4.8","24.5"
"Betts, Mookie",605141,2024,31,516,11,11.8,".289",".372","0.863","10",".282",".371",".356","69.1","89.9",39.3,6,10.1,1.5,39.5,"98.50877402","93.575257103",14.9,40.4,"4.5","26.7"
"Toro, Abraham",647351,2024,27,364,17,5.5,".240",".293","0.643","4",".245",".283",".291","69.6","87.2",33.2,4.3,5.4,5.1,29.6,"97.476845145","92.798620509",17.4,48.1,"4.28","27.9"
"Baddoo, Akil",668731,2024,25,82,32.9,9.8,".137",".220","0.521","0",".197",".230",".297","71.7","91.1",25.5,12.8,6.4,0,46.8,"100.718490417","94.810264681",34.6,48.1,,"28.1"
"Davis, J.D.",605204,2024,31,157,24.8,7.6,".218",".293","0.631","5",".212",".282",".284","72.5","89.1",24.3,8.7,5.8,4.9,43.7,"101.438864902","94.978441569",34.8,51.4,"4.78","25.6"
"Báez, Javier",595879,2024,31,289,23.9,4.2,".184",".221","0.515","10",".222",".224",".264","74.8","88.3",27.7,7.8,6.3,3.4,40,"100.532651165","94.368542976",30.2,52.4,"4.52","27.5"
"Alvarez, Yordan",670541,2024,27,635,15,10.9,".308",".392","0.959","14",".303",".402",".411","76.6","93.1",35.4,14.5,7.6,3.3,49.7,"104.097105087","96.703519522",19.9,47.8,"4.59","26.1"
"Fletcher, Dominic",666150,2024,26,241,24.1,4.6,".206",".252","0.508","5",".219",".227",".244","66.7","84.4",38.7,1.8,3,9.5,26.8,"95.808053494","91.934485697",21.2,47.2,"4.5","26.4"
"Loftin, Nick",679845,2024,25,171,14,11.1,".189",".282","0.518","4",".225",".242",".283","69.5","83.6",30.7,3.1,1.6,7.9,26,"95.328331587","91.737416905",15.3,42.8,"4.55","27.7"
"Albies, Ozzie",645277,2024,27,435,14.9,6.2,".251",".303","0.707","6",".246",".307",".302","69.1","88.4",33.4,6.2,4.7,1.2,32,"97.095539467","92.617553798",20.5,56.6,"4.29","27.2"
"Peterson, Jace",607054,2024,34,26,23.1,11.5,".045",".154","0.199","1",".202",".113",".246","66.4","82.6",17.6,0,0,11.8,23.5,"92.678426667","90.741807059",31.3,47.1,,"27.5"
"Palacios, Joshua",641943,2024,28,78,15.4,12.8,".224",".333","0.676","1",".264",".307",".342","72.6","89.8",21.8,3.6,3.6,5.5,47.3,"101.339951111","95.126017925",25.9,45.3,"4.29","28.0"
"Wells, Austin",669224,2024,24,414,21,11.4,".229",".322","0.717","9",".242",".315",".339","72.5","88.4",34.5,9.1,7.3,5.5,38.9,"99.723567259","94.070969368",27.3,49.3,"4.56","26.7"
"Mountcastle, Ryan",663624,2024,27,507,22.5,5.3,".271",".308","0.733","13",".272",".316",".332","75.1","90.8",36.2,8.8,7.9,3,45.2,"102.105716923","95.370233104",25.1,56.1,"4.46","27.6"
"Yorke, Nick",694377,2024,22,42,28.6,9.5,".216",".286","0.664","0",".284",".289",".377","71.8","89.7",38.5,15.4,7.7,7.7,50,"102.836358462","95.544878462",31.7,47.1,,"28.9"
"Winn, Masyn",691026,2024,22,637,17.1,6.4,".267",".314","0.730","1",".256",".315",".293","70.2","87",33.5,3.7,6.4,5.6,32.7,"98.144268452","93.085870398",19,47,"4.22","28.8"
"McCann, Kyle",668832,2024,26,157,37.6,10.2,".236",".318","0.689","2",".184",".304",".274","73.6","89.6",30.9,12.3,8.6,3.7,38.3,"100.534877805","94.549176173",45.2,45.9,"4.67","25.3"
"Rosario, Eddie",592696,2024,32,319,24.1,5,".175",".215","0.531","4",".211",".230",".257","70.3","91",27.9,5.3,10.6,2.2,42.5,"99.203116161","94.098201031",27.5,52.9,"4.32","27.3"
"Triolo, Jared",669707,2024,26,446,26.5,9.4,".216",".296","0.611","5",".224",".275",".289","70.5","88.4",38.8,5.3,5,4.6,39.1,"99.388421871","93.892534424",27.4,47.7,"4.35","28.5"
"Blankenhorn, Travis",663905,2024,27,32,28.1,3.1,".129",".156","0.317","0",".172",".143",".198","73.5","86.7",18.2,0,9.1,0,36.4,"97.55324","92.862443182",25,52.5,"4.61","26.3"
"Freeman, Freddie",518692,2024,34,638,15.7,12.2,".282",".378","0.854","13",".278",".365",".367","69.8","89.4",43.1,9.1,8.4,5.3,41.8,"100.349133067","94.527301044",20.2,49.4,"4.63","25.8"
"Hedges, Austin",595978,2024,31,146,34.2,4.1,".152",".203","0.423","2",".127",".191",".166","69.9","84.8",24.1,1.1,5.7,10.3,24.1,"94.678255122","91.400617284",32.9,54.5,"4.92","25.3"
"Berti, Jon",542932,2024,34,74,18.9,8.1,".273",".342","0.660","2",".274",".300",".307","71.6","84.2",41.5,1.9,1.9,9.4,30.2,"96.606393846","92.303648269",17.7,41.7,"4.3","29.0"
"Ohtani, Shohei",660271,2024,29,731,22.2,11.1,".310",".390","1.036","7",".314",".431",".442","76.3","95.8",37.8,21.5,9,2.3,60.1,"106.727792385","98.772122364",29.8,47.3,"4.17","28.1"
"Drury, Brandon",592273,2024,31,360,22.5,7.5,".169",".242","0.470","13",".202",".217",".259","72.6","87.6",25.9,3.6,6.1,4,35.6,"99.062132195","93.550623821",24.4,46.7,"4.68","26.0"
"Sullivan, Brett",664954,2024,30,17,23.5,5.9,".188",".235","0.610","0",".120",".265",".176","68.8","81.8",16.7,8.3,0,25,25,"92.840015","90.866886364",18.8,65.3,,
"Candelario, Jeimer",600869,2024,30,463,24.6,5.8,".225",".279","0.708","7",".221",".304",".280","68.4","86.9",33.9,8.2,5.7,5.4,34.5,"97.855535823","92.968221397",29.1,51.7,"4.52","27.4"
"Nevin, Tyler",663527,2024,27,278,23,9,".204",".288","0.619","5",".216",".276",".296","68.4","89.8",37,8.7,7.1,1.6,40.8,"99.059252088","93.891727514",25.6,47.3,"4.66","26.4"
"Contreras, Willson",575929,2024,32,358,26.8,12.6,".262",".380","0.848","7",".258",".370",".365","75.9","91.6",32.7,11.2,6.8,2.4,46.8,"103.712134757","96.17214078",35,49.8,"4.61","27.1"
"Jordan, Levi",682119,2024,28,11,27.3,0,".100",".091","0.291","0",".124",".114",".122","68.1","91.6",25,0,12.5,0,25,"94.6902275","91.7832325",47.6,52.5,,"26.5"
"Vogelbach, Daniel",596129,2024,31,79,21.5,11.4,".186",".278","0.578","4",".273",".262",".360","72.5","90.9",35.8,9.4,5.7,0,45.1,"101.481826923","95.238581569",15.7,29.8,"4.91","23.9"
"Matos, Luis",682641,2024,22,156,15.4,3.2,".213",".237","0.584","5",".240",".250",".267","71.7","86.9",29.1,3.9,7.1,3.9,37,"98.298414688","93.205182992",15.6,54.2,"4.42","27.8"
"Neto, Zach",687263,2024,23,602,23.3,6.5,".249",".318","0.761","14",".236",".330",".317","71","88.5",29,8.4,8.4,7.1,38.8,"100.130832864","94.28058907",27.1,48.9,"4.37","28.2"
"Dahl, David",621311,2024,30,62,33.9,4.8,".207",".242","0.639","0",".200",".273",".264","68.1","87.1",36.8,7.9,13.2,2.6,21.1,"96.437026316","92.241650789",33.3,54.1,,"27.1"
"Leblanc, Charles",641779,2024,28,28,32.1,25,".190",".393","0.869","0",".210",".382",".382","70.5","85.3",41.7,16.7,8.3,16.7,33.3,"99.562568333","93.781284167",28.9,38.1,,"27.2"
"Cronenworth, Jake",630105,2024,30,656,18,9.3,".241",".324","0.714","19",".259",".315",".335","69.4","88.6",35.4,7.8,5.8,5.2,36.7,"99.527561266","93.904133654",17.1,45,"4.41","27.7"
"Gray, Tristan",656484,2024,28,31,51.6,9.7,".107",".194","0.337","0",".170",".164",".209","74.1","93",16.7,0,0,0,58.3,"101.534701667","96.243914167",51.6,52,,
"Stefanic, Michael",683021,2024,28,124,16.1,8.1,".218",".301","0.556","5",".205",".258",".254","64.4","85.1",24.2,1.1,1.1,6.6,26.4,"94.514950889","91.314226629",10.5,41.5,"4.69","25.6"
"Alvarez, Francisco",682626,2024,22,342,25.1,8.8,".237",".307","0.710","7",".220",".310",".289","73.6","88.8",27.2,6.7,6.7,4.5,42,"101.298215536","94.784205516",29.6,46.1,"4.66","25.8"
"O'Hearn, Ryan",656811,2024,30,494,14,9.3,".264",".334","0.761","7",".278",".330",".351","72.4","89.6",35,6.9,9.3,2.1,40.1,"99.733150957","94.095787394",18.1,46.7,"4.46","27.8"
"Campusano, Luis",669134,2024,25,299,13.7,6.7,".227",".281","0.642","11",".242",".282",".289","69.2","87.7",27.4,4.6,4.6,2.1,34.2,"98.345403475","93.277557745",20.5,50.9,"4.94","25.0"
"Alcantara, Kevin",682634,2024,21,10,10,0,".100",".100","0.200","0",".204",".088",".202","74.2","86.3",0,0,0,11.1,33.3,"99.633432","94.463017778",7.7,50,,"29.2"
"McCormick, Chas",676801,2024,29,267,27,6.4,".211",".271","0.577","3",".223",".257",".285","70.8","86.2",32.2,7.5,4,8.6,32.8,"97.920374118","93.001741775",31.3,53.2,"4.29","28.7"
"Pérez, Wenceel",672761,2024,24,425,21.6,7.5,".242",".300","0.683","5",".241",".299",".291","70.3","88.4",37.7,4.3,6.3,3.7,30.6,"97.264471429","92.757975085",20.9,46.1,"4.33","28.2"
"Merrill, Jackson",701538,2024,21,593,17,4.9,".292",".326","0.826","2",".303",".352",".372","72.2","90.4",39.6,11.3,7.8,3,43.9,"100.811784978","94.735707484",20.5,56.9,"4.25","28.5"
"Amador, Adael",691182,2024,21,36,16.7,2.8,".171",".194","0.394","1",".242",".176",".264","71.3","88.2",20.7,6.9,0,0,31,"97.272867143","92.651094643",20.3,62.2,,"26.2"
"Pagés, Pedro",686780,2024,25,218,26.6,6,".238",".281","0.657","7",".224",".286",".279","72","89",32,4.8,8.2,2,40.4,"99.177856111","93.608837639",26.1,51,"4.76","25.9"
"Heyward, Jason",518792,2024,34,258,20.5,8.5,".211",".288","0.700","3",".233",".300",".290","73.3","88",29.8,5.6,3.4,5.1,41.6,"99.992543146","94.178780339",24,49.6,"4.5","26.8"
"Jeffers, Ryan",680777,2024,27,465,20.2,6.9,".226",".300","0.732","9",".227",".317",".304","72.9","86.9",31.7,8.3,5.8,6.2,33.8,"99.008221173","93.57098291",23.6,48.5,"4.66","26.3"
"Mervis, Matt",670223,2024,26,28,28.6,3.6,".115",".148","0.302","0",".120",".137",".158","74.9","87.1",16.7,5.6,0,5.6,27.8,"96.347507778","92.580262353",35.2,55.1,,"24.6"
"Fairchild, Stuart",656413,2024,28,233,25.8,7.3,".215",".286","0.654","1",".215",".288",".293","70.3","85.5",27.6,7.9,5.9,11.2,36.8,"98.640738472","93.363702378",35.5,50.2,"4.31","29.1"
"Feduccia, Hunter",676439,2024,27,14,14.3,14.3,".333",".429","0.762","1",".220",".350",".280","69.7","83.3",30,0,0,0,20,"91.851462","90.948376",19.2,45.6,,"27.6"
"Brennan, Will",686823,2024,26,353,13.6,5.4,".264",".309","0.697","9",".269",".303",".302","69","86",31.1,4.6,4.2,6.4,32.5,"97.132881418","92.582691388",18.1,54.8,"4.33","28.2"
"McCoy, Mason",669200,2024,29,57,33.3,8.8,".204",".278","0.523","2",".202",".241",".242","67.7","82.9",33.3,0,0,18.2,15.2,"93.636855714","90.870332143",29.5,45.3,"4.37","28.7"
"Martin, Austin",668885,2024,25,257,18.3,7.8,".253",".318","0.670","4",".259",".297",".297","66.9","87.2",39.4,1.1,5.3,5.9,33.5,"96.642936413","92.431606902",21.4,45.5,"4.41","28.3"
"Harris II, Michael",671739,2024,23,470,20,4.9,".264",".304","0.722","6",".284",".312",".344","74.7","90.5",33.5,10,8.3,6,47,"103.329018908","96.053474224",25.1,55.1,"4.28","28.3"
"Edman, Tommy",669242,2024,29,153,19.6,7.2,".237",".294","0.711","2",".217",".307",".266","70","87.6",31.5,3.6,5.4,2.7,35.1,"96.992259821","92.61181955",24,46.2,"4.34","27.9"
"Westburg, Jordan",676059,2024,25,447,21.7,4.9,".264",".312","0.793","5",".281",".340",".353","71","91.1",37.4,11.8,9,2.2,46.1,"101.801873375","95.272487",29.3,51,"4.25","29.0"
"Meadows, Parker",678009,2024,24,298,25.5,8.4,".244",".310","0.743","0",".229",".321",".298","70.5","87",34.7,7.7,6.1,4.6,32.3,"97.956970619","93.056795751",27,45.5,"4.18","29.3"
"Crawford, Brandon",543063,2024,37,80,32.5,10,".169",".263","0.545","0",".207",".248",".275","70.6","89.7",37.8,6.7,2.2,2.2,33.3,"98.650605652","93.537666",35.8,51.4,,"25.1"
"Pasquantino, Vinnie",686469,2024,26,554,12.8,7.2,".262",".315","0.761","12",".266",".325",".331","71.8","91",31.9,7.1,8.9,2.5,46.5,"100.997993151","94.970921142",14.5,47.8,"4.67","25.6"
"Vázquez, Christian",543877,2024,33,315,20.6,3.5,".221",".248","0.575","11",".234",".250",".267","68.3","88.5",36.1,3.8,6.3,4.6,36.6,"98.036944138","93.213200991",20.8,51.7,"4.85","24.8"
"Rivera, Emmanuel",656896,2024,28,302,22.8,8.6,".238",".312","0.655","7",".250",".291",".318","69.6","89.7",33.7,7.9,5.9,3,44.1,"99.97328099","94.404966716",28.3,48.6,"4.68","26.7"
"Amaya, Jacob",676070,2024,25,72,38.9,5.6,".176",".222","0.413","3",".179",".190",".202","67.5","87.8",30,2.5,0,2.5,32.5,"97.4944915","92.840182",27.7,37.2,"4.48","28.1"
"Westbrook, Jamie",642197,2024,29,48,29.2,8.3,".150",".234","0.584","0",".222",".252",".313","68.9","89.4",42.9,10.7,10.7,0,35.7,"98.702380714","93.718088214",32.6,46,,"26.8"
"Raleigh, Cal",663728,2024,27,628,28,11.1,".220",".312","0.748","7",".233",".323",".346","74.5","91",35.6,15.4,6.9,4.8,48.1,"102.032071755","95.508789467",31,52.3,"4.56","26.6"
"Acuña, Luisangel",682668,2024,22,40,15,2.5,".308",".325","0.966","1",".260",".406",".301","73.5","91",30.3,9.1,3,6.1,45.5,"101.48679125","95.236430968",24.3,54.4,,"29.5"
"Serven, Brian",661531,2024,29,71,31,7,".159",".243","0.465","0",".172",".217",".239","70.3","84.7",35.7,2.4,9.5,11.9,16.7,"94.9411335","91.5968815",23.6,47.7,,"26.1"
"Lindor, Francisco",596019,2024,30,689,18.4,8.1,".273",".344","0.844","7",".283",".363",".379","72.3","90.9",35.4,13.6,5.7,3.4,47.4,"101.098117236","95.07615815",23.7,48.7,"4.44","27.6"
"Dubón, Mauricio",643289,2024,29,428,12.9,3.7,".269",".296","0.657","6",".248",".286",".272","69.4","86.1",30.4,2.8,3.1,5.4,26.5,"95.977741503","92.011502977",18.8,60.1,"4.34","27.3"
"Devers, Rafael",646240,2024,27,601,24.5,11.1,".272",".354","0.870","13",".272",".364",".364","72.5","93.2",35.2,13,8.6,3.6,52.6,"104.597925864","97.090537461",30.9,50.9,"4.47","26.5"
"Herrera, Iván",671056,2024,24,259,20.5,9.7,".301",".372","0.800","3",".293",".351",".366","73.3","89.3",38.2,9,6.7,2.8,42.1,"100.658165843","94.599725311",24.8,43.6,"4.56","27.3"
"Vargas, Miguel",678246,2024,24,237,24.1,10.5,".150",".249","0.506","4",".175",".233",".260","69.8","86.2",28.9,4.6,4.6,3.3,26.3,"96.03557","92.025289013",21.6,44.6,"4.29","28.6"
"Black, Tyler",672012,2024,23,57,29.8,12.3,".204",".316","0.561","0",".191",".265",".256","68.6","83",31.3,0,3.1,6.3,15.6,"93.370421875","90.91031625",24.3,43.1,,"26.7"
"Robinson, Chuckie",642020,2024,29,76,26.3,6.6,".129",".197","0.326","1",".172",".159",".210","71.3","81.4",28,2,2,8,22,"93.5154248","91.0716732",29.9,55,"4.75","25.5"
"O'Neill, Tyler",641933,2024,29,473,33.6,11.2,".241",".336","0.847","13",".213",".360",".339","75.2","90.9",34.6,17.3,7.9,5.1,48.8,"102.819767874","95.797605236",34.1,44.6,"4.5","27.5"
"Colás, Oscar",693049,2024,25,38,26.3,10.5,".273",".368","0.641","0",".249",".300",".298","75","89.9",26.1,0,8.7,0,43.5,"101.655523636","94.909097727",25.3,52.1,,"26.6"
"Fermín, José",665877,2024,25,79,13.9,8.9,".155",".241","0.438","3",".201",".207",".246","65.5","85.4",15,0,5,10,25,"95.313344","91.718649492",10.7,40.4,"4.25","28.9"
"Perez, Salvador",521692,2024,34,652,19.8,6.7,".271",".330","0.786","17",".275",".335",".360","73.2","91.1",39.4,12.2,6.6,2.6,44.8,"101.856275647","95.341857371",27.8,57.8,"4.93","24.5"
"Bote, David",623520,2024,31,48,27.1,4.2,".304",".333","0.724","1",".249",".317",".276","73.9","88.3",30.3,3,9.1,3,48.5,"101.161689412","94.874187576",33.3,57.4,,"26.9"
"Altuve, Jose",514888,2024,34,682,17.4,6.9,".295",".350","0.789","15",".262",".344",".316","69.4","86.5",35.4,6.5,3.9,7.9,31.2,"97.323672581","92.693762581",22.1,51.5,"4.33","27.1"
"Schanuel, Nolan",694384,2024,22,607,17,11.2,".250",".343","0.705","14",".258",".315",".321","65.2","86.1",36.4,3.5,4,3.8,25.4,"95.305191333","91.662606993",14.4,41.8,"4.47","26.4"
"Vaughn, Andrew",683734,2024,26,619,21.3,6.1,".246",".297","0.699","13",".244",".304",".319","70.8","90.3",33.6,9.3,8.4,2,43.3,"100.921632928","94.702971332",22,49.4,"4.68","26.3"
"Tucker, Cole",657061,2024,27,57,29.8,10.5,".180",".263","0.563","0",".197",".250",".256","65.6","90.2",35.3,0,11.8,0,44.1,"98.345892941","93.605586176",27.2,43.5,,"28.0"
"Hernaiz, Darell",687231,2024,22,135,20,8.1,".192",".261","0.503","4",".228",".230",".271","68.6","87.1",30.2,1,2.1,7.3,33.3,"97.671361702","92.890300968",24.9,46.5,"4.33","27.5"
"Hayes, Ke'Bryan",663647,2024,27,396,18.9,5.8,".233",".283","0.573","12",".244",".256",".279","72.1","88.9",29.9,2.4,6.5,3.7,42.9,"99.837230137","94.135653938",18.1,44.8,"4.61","26.4"
"Baldwin, Brooks",681460,2024,23,121,25.6,5,".211",".250","0.566","1",".216",".249",".262","71.2","87.4",34.5,4.8,6,7.1,32.1,"96.86830625","92.495436709",24.9,57.5,,"29.1"
"Lopez, Otto",672640,2024,25,434,17.3,5.8,".270",".313","0.690","13",".274",".302",".313","70.7","88",30.4,5.1,4.8,4.2,38.9,"99.482984485","93.902266182",21.9,51.4,"4.21","28.7"
"Canzone, Dominic",686527,2024,26,188,28.2,9.6,".196",".271","0.652","5",".215",".280",".307","72.4","89.9",31.6,11.1,10.3,3.4,44.4,"101.759585593","95.324768718",34.4,52.2,"4.41","27.1"
"Torres, Gleyber",650402,2024,27,665,20.5,9.8,".257",".330","0.708","6",".240",".313",".307","70.2","88.6",38.2,6.3,6.1,2.2,35.4,"98.295655921","93.36890443",22.9,45.7,"4.56","26.6"
